Query_1,NC_019966_5_4,100.00,68,0,0,17799,17866,1,68,2e-26, 126
Query_1,NC_009525_6_18,100.00,58,0,0,25509,25566,1,58,9e-21, 108
Query_1,NC_017528_7_13,100.00,49,0,0,35213,35261,1,49,9e-16,91.6
Query_1,NC_017528_7_13,100.00,37,0,0,754,790,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,4546,4582,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,6237,6273,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,7928,7964,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,9619,9655,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,18430,18466,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,22129,22165,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,24850,24886,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,26360,26396,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,27847,27883,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,29256,29292,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,30630,30666,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,32004,32040,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,37493,37529,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,37,0,0,38420,38456,1,37,4e-09,69.4
Query_1,NC_017528_7_13,100.00,36,0,0,33836,33871,1,36,1e-08,67.6
Query_1,NC_021054_8_15,100.00,46,0,0,36783,36828,1,46,4e-14,86.1
Query_1,NC_021054_8_15,100.00,36,0,0,1468,1503,11,46,1e-08,67.6
Query_1,NC_021054_8_15,100.00,36,0,0,3684,3719,11,46,1e-08,67.6
Query_1,NC_021054_8_15,100.00,36,0,0,5337,5372,11,46,1e-08,67.6
Query_1,NC_021054_8_15,100.00,36,0,0,7028,7063,11,46,1e-08,67.6
Query_1,NC_021054_8_15,100.00,36,0,0,8719,8754,11,46,1e-08,67.6
Query_1,NC_021054_8_15,100.00,36,0,0,10410,10445,11,46,1e-08,67.6
Query_1,NC_021054_7_11,100.00,45,0,0,36589,36633,1,45,1e-13,84.2
Query_1,NC_021054_7_11,100.00,37,0,0,1420,1456,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,3636,3672,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,5289,5325,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,6980,7016,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,8671,8707,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,10362,10398,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,19539,19575,1,37,4e-09,69.4
Query_1,NC_021054_7_11,100.00,37,0,0,20070,20106,1,37,4e-09,69.4
Query_1,NC_015848_5_4|NC_019950_7_4,100.00,45,0,0,11672,11716,1,45,1e-13,84.2
Query_1,NC_015848_5_4|NC_019950_7_4,100.00,45,0,0,12574,12618,1,45,1e-13,84.2
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,1420,1462,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,3636,3678,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,5289,5331,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,6980,7022,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,8671,8713,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,10362,10404,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,19539,19581,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,43,0,0,20070,20112,1,43,2e-12,80.5
Query_1,NC_002945_4_4|NC_008769_3_6|NC_012207_3_6|NC_015758_4_17|NC_016804_3_6|NC_017522_4_14|NC_017523_5_14|NC_020245_3_6,100.00,37,0,0,36589,36625,1,37,4e-09,69.4
Query_1,NC_020559_5_11,100.00,42,0,0,38262,38303,1,42,7e-12,78.7
Query_1,NC_017026_7_8,100.00,42,0,0,33794,33835,1,42,7e-12,78.7
Query_1,NC_017026_7_8,100.00,41,0,0,1263,1303,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,3441,3481,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,5094,5134,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,6785,6825,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,8476,8516,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,10167,10207,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,18968,19008,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,21219,21259,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,22536,22576,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,23975,24015,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,25468,25508,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,27013,27053,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,28500,28540,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,29833,29873,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,31207,31247,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,32581,32621,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,35001,35041,2,42,2e-11,76.8
Query_1,NC_017026_7_8,100.00,41,0,0,36512,36552,2,42,2e-11,76.8
